Project ID,Resource Item Name,Resource Quantity,Resource Unit Price,Resource Vendor Name
PROJ_MEGA_000637,Apple iPad,1,399.0,Apple
PROJ_MEGA_001016,Apple iPad,1,399.0,Apple
P0038,Apple iPad,1,399.0,Apple
PROJ_MEGA_000583,Apple iPad,1,399.0,Apple
P0215,Apple iPad,1,399.0,Apple
PROJ_MEGA_000007,Apple iPad,1,399.0,Apple
PROJ_MEGA_000526,Apple iPad,1,399.0,Apple
PROJ_ALL_00244,Apple iPad,1,399.0,Apple
PROJ_MEGA_000979,Apple iPad,1,399.0,Apple
P0098,Apple iPad,1,399.0,Apple
PROJ_ALL_00541,Apple iPad,1,399.0,Apple
PROJ_MEGA_000115,Apple iPad,1,399.0,Apple
P0290,Apple iPad,1,399.0,Apple
PROJ_MEGA_000905,Apple iPad,1,399.0,Apple
PROJ_ALL_00071,Apple iPad,1,399.0,Apple
PROJ_MEGA_000989,Apple iPad,1,399.0,Apple
PROJ_MEGA_000379,Apple iPad,1,399.0,Apple
PROJ_ALL_00024,Apple iPad,1,399.0,Apple
PROJ_ALL_00560,Apple iPad,1,399.0,Apple
PROJ_ALL_00607,Apple iPad,1,399.0,Apple
P0035,Apple iPad,1,399.0,Apple
PROJ_ALL_00142,Apple iPad,1,399.0,Apple
PROJ_MEGA_000052,Apple iPad,1,399.0,Apple
PROJ_MEGA_000144,Apple iPad,1,399.0,Apple
PROJ_ALL_00499,Apple iPad,1,399.0,Apple
PROJ_MEGA_000516,Apple iPad,1,399.0,Apple
PROJ_MEGA_000563,Apple iPad,1,399.0,Apple
PROJ_MEGA_000608,Apple iPad,1,399.0,Apple
PROJ_MEGA_000289,Apple iPad,1,399.0,Apple
PROJ_MEGA_000578,Apple iPad,1,399.0,Apple
PROJ_MEGA_000195,Apple iPad,1,399.0,Apple
PROJ_ALL_00000,Apple iPad,1,399.0,Apple
PROJ_ALL_00231,Apple iPad,1,399.0,Apple
PROJ_ALL_00245,Apple iPad,1,399.0,Apple
PROJ_MEGA_000866,Apple iPad,1,399.0,Apple
PROJ_ALL_00221,Apple iPad,1,399.0,Apple
PROJ_ALL_00504,Apple iPad,1,399.0,Apple
PROJ_MEGA_000194,Apple iPad,1,399.0,Apple
P0076,Apple iPad,1,399.0,Apple
P0257,Apple iPad,1,399.0,Apple
PROJ_MEGA_000793,Apple iPad,1,399.0,Apple
PROJ_MEGA_000730,Apple iPad,1,399.0,Apple
PROJ_MEGA_000265,Apple iPad,1,399.0,Apple
PROJ_MEGA_000228,Apple iPad,1,399.0,Apple
P0276,Apple iPad,1,399.0,Apple
PROJ_MEGA_000120,Apple iPad,1,399.0,Apple
PROJ_MEGA_000859,Apple iPad,1,399.0,Apple
PROJ_ALL_00200,Apple iPad,1,399.0,Apple
PROJ_MEGA_000507,Apple iPad,1,399.0,Apple
PROJ_MEGA_000964,Apple iPad,1,399.0,Apple
PROJ_MEGA_000498,Apple iPad,1,399.0,Apple
PROJ_MEGA_000891,Apple iPad,1,399.0,Apple
PROJ_MEGA_001000,Apple iPad,1,399.0,Apple
PROJ_ALL_00241,Apple iPad,1,399.0,Apple
PROJ_ALL_00412,Apple iPad,1,399.0,Apple
PROJ_MEGA_000673,Apple iPad,1,399.0,Apple
PROJ_MEGA_000881,Apple iPad,1,399.0,Apple
PROJ_ALL_00057,Apple iPad,1,399.0,Apple
PROJ_ALL_00184,Apple iPad,1,399.0,Apple
PROJ_ALL_00290,Apple iPad,1,399.0,Apple
PROJ_MEGA_000876,Apple iPad,1,399.0,Apple
PROJ_ALL_00446,Apple iPad,1,399.0,Apple
PROJ_ALL_00229,Apple iPad,1,399.0,Apple
P0122,Apple iPad,1,399.0,Apple
PROJ_ALL_00368,Apple iPad,1,399.0,Apple
PROJ_ALL_00519,Apple iPad,1,399.0,Apple
PROJ_ALL_00094,Apple iPad,1,399.0,Apple
PROJ_ALL_00291,Apple iPad,1,399.0,Apple
PROJ_MEGA_000279,Apple iPad,1,399.0,Apple
P0205,Apple iPad,1,399.0,Apple
PROJ_MEGA_000974,Apple iPad,1,399.0,Apple
PROJ_ALL_00086,Apple iPad,1,399.0,Apple
P0039,Apple iPad,1,399.0,Apple
PROJ_ALL_00372,Apple iPad,1,399.0,Apple
PROJ_MEGA_001012,Apple iPad,1,399.0,Apple
PROJ_ALL_00203,Apple iPad,1,399.0,Apple
PROJ_ALL_00467,Apple iPad,1,399.0,Apple
PROJ_MEGA_000049,Apple iPad,1,399.0,Apple
PROJ_ALL_00239,Apple iPad,1,399.0,Apple
PROJ_ALL_00106,Apple iPad,1,399.0,Apple
PROJ_MEGA_000146,Apple iPad,1,399.0,Apple
P0136,Apple iPad,1,399.0,Apple
PROJ_ALL_00242,Apple iPad,1,399.0,Apple
PROJ_MEGA_000709,Apple iPad,1,399.0,Apple
P0207,Apple iPad,1,399.0,Apple
P0018,Apple iPad,1,399.0,Apple
PROJ_MEGA_000305,Apple iPad,1,399.0,Apple
PROJ_MEGA_000441,Apple iPad,1,399.0,Apple
PROJ_MEGA_000055,Apple iPad,1,399.0,Apple
PROJ_ALL_00004,Apple iPad,1,399.0,Apple
PROJ_ALL_00594,Apple iPad,1,399.0,Apple
PROJ_ALL_00519,Apple iPad,1,399.0,Apple
PROJ_ALL_00492,Apple iPad,1,399.0,Apple
PROJ_ALL_00539,Apple iPad,1,399.0,Apple
PROJ_ALL_00509,Apple iPad,1,399.0,Apple
PROJ_MEGA_000991,Apple iPad,1,399.0,Apple
PROJ_ALL_00060,Apple iPad,1,399.0,Apple
PROJ_MEGA_000664,Apple iPad,1,399.0,Apple
PROJ_MEGA_000682,Apple iPad,1,399.0,Apple
PROJ_MEGA_000321,Apple iPad,1,399.0,Apple
P0042,Apple iPad,1,399.0,Apple
PROJ_ALL_00399,Apple iPad,1,399.0,Apple
PROJ_MEGA_000467,Apple iPad,1,399.0,Apple
PROJ_MEGA_000393,Apple iPad,1,399.0,Apple
PROJ_MEGA_000936,Apple iPad,1,399.0,Apple
PROJ_ALL_00526,Apple iPad,1,399.0,Apple
PROJ_MEGA_000034,Apple iPad,1,399.0,Apple
PROJ_ALL_00556,Apple iPad,1,399.0,Apple
PROJ_MEGA_000100,Apple iPad,1,399.0,Apple
PROJ_MEGA_000149,Apple iPad,1,399.0,Apple
PROJ_MEGA_000349,Apple iPad,1,399.0,Apple
PROJ_MEGA_000299,Apple iPad,1,399.0,Apple
PROJ_MEGA_000746,Apple iPad,1,399.0,Apple
PROJ_MEGA_000664,Apple iPad,1,399.0,Apple
PROJ_ALL_00111,Apple iPad,1,399.0,Apple
PROJ_MEGA_000136,Apple iPad,1,399.0,Apple
PROJ_MEGA_000019,Apple iPad,1,399.0,Apple
PROJ_MEGA_000704,Apple iPad,1,399.0,Apple
PROJ_MEGA_000068,Apple iPad,1,399.0,Apple
PROJ_MEGA_001008,Apple iPad,1,399.0,Apple
PROJ_MEGA_000718,Apple iPad,1,399.0,Apple
PROJ_MEGA_000483,Apple iPad,1,399.0,Apple
PROJ_ALL_00020,Apple iPad,1,399.0,Apple
PROJ_MEGA_001001,Apple iPad,1,399.0,Apple
P0032,Apple iPad,1,399.0,Apple
PROJ_ALL_00509,Apple iPad,1,399.0,Apple
PROJ_MEGA_000532,Apple iPad,1,399.0,Apple
PROJ_MEGA_000458,Apple iPad,1,399.0,Apple
PROJ_MEGA_000292,Apple iPad,1,399.0,Apple
PROJ_MEGA_000785,Apple iPad,1,399.0,Apple
PROJ_MEGA_000245,Apple iPad,1,399.0,Apple
PROJ_ALL_00514,Apple iPad,1,399.0,Apple
PROJ_ALL_00617,Apple iPad,1,399.0,Apple
PROJ_ALL_00490,Apple iPad,1,399.0,Apple
PROJ_ALL_00108,Apple iPad,1,399.0,Apple
PROJ_MEGA_000733,Apple iPad,1,399.0,Apple
PROJ_MEGA_000048,Apple iPad,1,399.0,Apple
PROJ_MEGA_000082,Apple iPad,1,399.0,Apple
PROJ_MEGA_000551,Apple iPad,1,399.0,Apple
PROJ_MEGA_000753,Apple iPad,1,399.0,Apple
P0146,Apple iPad,1,399.0,Apple
PROJ_MEGA_001010,Apple iPad,1,399.0,Apple
PROJ_ALL_00082,Apple iPad,1,399.0,Apple
PROJ_MEGA_000926,Apple iPad,1,399.0,Apple
PROJ_MEGA_000062,Apple iPad,1,399.0,Apple
PROJ_MEGA_000370,Apple iPad,1,399.0,Apple
PROJ_MEGA_000125,Apple iPad,1,399.0,Apple
PROJ_MEGA_000839,Apple iPad,1,399.0,Apple
PROJ_MEGA_000305,Apple iPad,1,399.0,Apple
PROJ_MEGA_000610,Apple iPad,1,399.0,Apple
PROJ_MEGA_000850,Apple iPad,1,399.0,Apple
PROJ_MEGA_000799,Apple iPad,1,399.0,Apple
P0158,Apple iPad,1,399.0,Apple
P0263,Apple iPad,1,399.0,Apple
PROJ_ALL_00241,Apple iPad,1,399.0,Apple
PROJ_MEGA_000160,Apple iPad,1,399.0,Apple
PROJ_MEGA_000851,Apple iPad,1,399.0,Apple
PROJ_ALL_00495,Apple iPad,1,399.0,Apple
PROJ_MEGA_000541,Apple iPad,1,399.0,Apple
PROJ_MEGA_000480,Apple iPad,1,399.0,Apple
PROJ_MEGA_000474,Apple iPad,1,399.0,Apple
PROJ_MEGA_000651,Apple iPad,1,399.0,Apple
PROJ_ALL_00451,Apple iPad,1,399.0,Apple
PROJ_MEGA_000208,Apple iPad,1,399.0,Apple
PROJ_MEGA_000166,Apple iPad,1,399.0,Apple
PROJ_MEGA_000450,Apple iPad,1,399.0,Apple
PROJ_MEGA_000965,Apple iPad,1,399.0,Apple
PROJ_MEGA_000612,Apple iPad,1,399.0,Apple
PROJ_MEGA_000912,Apple iPad,1,399.0,Apple
PROJ_MEGA_000934,Apple iPad,1,399.0,Apple
PROJ_MEGA_000410,Apple iPad,1,399.0,Apple
PROJ_ALL_00258,Apple iPad,1,399.0,Apple
PROJ_ALL_00304,Apple iPad,1,399.0,Apple
PROJ_MEGA_000536,Apple iPad,1,399.0,Apple
PROJ_ALL_00493,Apple iPad,1,399.0,Apple
PROJ_MEGA_000808,Apple iPad,1,399.0,Apple
PROJ_MEGA_000959,Apple iPad,1,399.0,Apple
PROJ_ALL_00059,Apple iPad,1,399.0,Apple
PROJ_MEGA_000527,Apple iPad,1,399.0,Apple
PROJ_MEGA_000652,Apple iPad,1,399.0,Apple
P0007,Apple iPad,1,399.0,Apple
PROJ_MEGA_000889,Apple iPad,1,399.0,Apple
PROJ_MEGA_000220,Apple iPad,1,399.0,Apple
PROJ_MEGA_000995,Apple iPad,1,399.0,Apple
PROJ_MEGA_000264,Apple iPad,1,399.0,Apple
PROJ_ALL_00078,Apple iPad,1,399.0,Apple
P0247,Apple iPad,1,399.0,Apple
P0155,Apple iPad,1,399.0,Apple
PROJ_ALL_00220,Apple iPad,1,399.0,Apple
PROJ_ALL_00410,Apple iPad,1,399.0,Apple
PROJ_ALL_00070,Apple iPad,1,399.0,Apple
P0029,Apple iPad,1,399.0,Apple
PROJ_MEGA_000872,Apple iPad,1,399.0,Apple
PROJ_ALL_00549,Apple iPad,1,399.0,Apple
P0160,Apple iPad,1,399.0,Apple
PROJ_ALL_00452,Apple iPad,1,399.0,Apple
PROJ_ALL_00235,Apple iPad,1,399.0,Apple
PROJ_MEGA_000259,Apple iPad,1,399.0,Apple
PROJ_ALL_00273,Apple iPad,1,399.0,Apple
PROJ_MEGA_000215,Apple iPad,1,399.0,Apple
PROJ_MEGA_000341,Apple iPad,1,399.0,Apple
PROJ_MEGA_000845,Apple iPad,1,399.0,Apple
PROJ_ALL_00291,Apple iPad,1,399.0,Apple
P0026,Apple iPad,1,399.0,Apple
PROJ_MEGA_000754,Apple iPad,1,399.0,Apple
PROJ_MEGA_000465,Apple iPad,1,399.0,Apple
PROJ_MEGA_000444,Apple iPad,1,399.0,Apple
PROJ_ALL_00401,Apple iPad,1,399.0,Apple
PROJ_MEGA_000166,Apple iPad,1,399.0,Apple
PROJ_MEGA_000524,Apple iPad,1,399.0,Apple
PROJ_ALL_00329,Apple iPad,1,399.0,Apple
PROJ_MEGA_000584,Apple iPad,1,399.0,Apple
PROJ_ALL_00491,Apple iPad,1,399.0,Apple
PROJ_MEGA_000646,Apple iPad,1,399.0,Apple
PROJ_MEGA_000163,Apple iPad,1,399.0,Apple
PROJ_MEGA_000137,Apple iPad,1,399.0,Apple
PROJ_ALL_00480,Apple iPad,1,399.0,Apple
PROJ_ALL_00395,Apple iPad,1,399.0,Apple
PROJ_ALL_00394,Apple iPad,1,399.0,Apple
PROJ_ALL_00254,Apple iPad,1,399.0,Apple
PROJ_MEGA_000229,Apple iPad,1,399.0,Apple
PROJ_MEGA_000783,Apple iPad,1,399.0,Apple
PROJ_MEGA_000582,Apple iPad,1,399.0,Apple
P0161,Apple iPad,1,399.0,Apple
PROJ_MEGA_000873,Apple iPad,1,399.0,Apple
PROJ_ALL_00286,Apple iPad,1,399.0,Apple
P0257,Apple iPad,1,399.0,Apple
PROJ_MEGA_000339,Apple iPad,1,399.0,Apple
P0079,Apple iPad,1,399.0,Apple
P0005,Apple iPad,1,399.0,Apple
PROJ_MEGA_000630,Apple iPad,1,399.0,Apple
P0107,Apple iPad,1,399.0,Apple
PROJ_MEGA_000112,Apple iPad,1,399.0,Apple
PROJ_MEGA_000901,Apple iPad,1,399.0,Apple
PROJ_MEGA_000668,Apple iPad,1,399.0,Apple
PROJ_MEGA_000228,Apple iPad,1,399.0,Apple
PROJ_MEGA_000544,Apple iPad,1,399.0,Apple
PROJ_MEGA_000562,Apple iPad,1,399.0,Apple
PROJ_ALL_00337,Apple iPad,1,399.0,Apple
PROJ_MEGA_000167,Apple iPad,1,399.0,Apple
PROJ_MEGA_000936,Apple iPad,1,399.0,Apple
PROJ_MEGA_000310,Apple iPad,1,399.0,Apple
P0077,Apple iPad,1,399.0,Apple
PROJ_MEGA_000935,Apple iPad,1,399.0,Apple
P0241,Apple iPad,1,399.0,Apple
PROJ_ALL_00466,Apple iPad,1,399.0,Apple
PROJ_MEGA_000118,Apple iPad,1,399.0,Apple
PROJ_MEGA_000125,Apple iPad,1,399.0,Apple
P0022,Apple iPad,1,399.0,Apple
PROJ_ALL_00414,Apple iPad,1,399.0,Apple
PROJ_ALL_00248,Apple iPad,1,399.0,Apple
PROJ_ALL_00055,Apple iPad,1,399.0,Apple
PROJ_MEGA_000092,Apple iPad,1,399.0,Apple
PROJ_ALL_00195,Apple iPad,1,399.0,Apple
P0050,Apple iPad,1,399.0,Apple
PROJ_ALL_00078,Apple iPad,1,399.0,Apple
PROJ_MEGA_000245,Apple iPad,1,399.0,Apple
PROJ_MEGA_000441,Apple iPad,1,399.0,Apple
PROJ_MEGA_000334,Apple iPad,1,399.0,Apple
PROJ_MEGA_000300,Apple iPad,1,399.0,Apple
PROJ_MEGA_000383,Apple iPad,1,399.0,Apple
PROJ_MEGA_000421,Apple iPad,1,399.0,Apple
PROJ_MEGA_000326,Apple iPad,1,399.0,Apple
PROJ_MEGA_000998,Apple iPad,1,399.0,Apple
PROJ_MEGA_000999,Apple iPad,1,399.0,Apple
PROJ_MEGA_001006,Apple iPad,1,399.0,Apple
PROJ_MEGA_000482,Apple iPad,1,399.0,Apple
PROJ_MEGA_000058,Apple iPad,1,399.0,Apple
PROJ_ALL_00272,Apple iPad,1,399.0,Apple
PROJ_ALL_00560,Apple iPad,1,399.0,Apple
PROJ_MEGA_000790,Apple iPad,1,399.0,Apple
PROJ_MEGA_000675,Apple iPad,1,399.0,Apple
PROJ_MEGA_000381,Apple iPad,1,399.0,Apple
PROJ_ALL_00264,Apple iPad,1,399.0,Apple
PROJ_ALL_00295,Apple iPad,1,399.0,Apple
PROJ_MEGA_000143,Apple iPad,1,399.0,Apple
PROJ_MEGA_000377,Apple iPad,1,399.0,Apple
PROJ_ALL_00220,Apple iPad,1,399.0,Apple
PROJ_ALL_00096,Apple iPad,1,399.0,Apple
PROJ_MEGA_000763,Apple iPad,1,399.0,Apple
PROJ_MEGA_000452,Apple iPad,1,399.0,Apple
PROJ_MEGA_000351,Apple iPad,1,399.0,Apple
PROJ_ALL_00523,Apple iPad,1,399.0,Apple
PROJ_MEGA_000023,Apple iPad,1,399.0,Apple
PROJ_MEGA_001015,Apple iPad,1,399.0,Apple
PROJ_MEGA_000074,Apple iPad,1,399.0,Apple
P0034,Apple iPad,1,399.0,Apple
PROJ_MEGA_000666,Apple iPad,1,399.0,Apple
PROJ_MEGA_000662,Apple iPad,1,399.0,Apple
PROJ_ALL_00334,Apple iPad,1,399.0,Apple
PROJ_ALL_00380,Apple iPad,1,399.0,Apple
PROJ_MEGA_000693,Apple iPad,1,399.0,Apple
PROJ_MEGA_000087,Apple iPad,1,399.0,Apple
P0097,Apple iPad,1,399.0,Apple
P0133,Apple iPad,1,399.0,Apple
PROJ_MEGA_001004,Apple iPad,1,399.0,Apple
PROJ_MEGA_000013,Apple iPad,1,399.0,Apple
P0275,Apple iPad,1,399.0,Apple
PROJ_MEGA_000906,Apple iPad,1,399.0,Apple
P0170,Apple iPad,1,399.0,Apple
PROJ_MEGA_000816,Apple iPad,1,399.0,Apple
PROJ_MEGA_000969,Apple iPad,1,399.0,Apple
PROJ_MEGA_000113,Apple iPad,1,399.0,Apple
P0024,Apple iPad,1,399.0,Apple
WHALE_PROJ_3,Apple iPad,1,399.0,Apple
PROJ_MEGA_001008,Apple iPad,1,399.0,Apple
PROJ_ALL_00275,Apple iPad,1,399.0,Apple
P0085,Apple iPad,1,399.0,Apple
PROJ_MEGA_000200,Apple iPad,1,399.0,Apple
PROJ_MEGA_000759,Apple iPad,1,399.0,Apple
PROJ_MEGA_000118,Apple iPad,1,399.0,Apple
PROJ_ALL_00457,Apple iPad,1,399.0,Apple
PROJ_MEGA_000705,Apple iPad,1,399.0,Apple
PROJ_ALL_00366,Apple iPad,1,399.0,Apple
PROJ_ALL_00227,Apple iPad,1,399.0,Apple
PROJ_MEGA_000198,Apple iPad,1,399.0,Apple
PROJ_MEGA_000774,Apple iPad,1,399.0,Apple
PROJ_ALL_00398,Apple iPad,1,399.0,Apple
PROJ_ALL_00077,Apple iPad,1,399.0,Apple
PROJ_MEGA_000400,Apple iPad,1,399.0,Apple
PROJ_ALL_00475,Apple iPad,1,399.0,Apple
PROJ_ALL_00187,Apple iPad,1,399.0,Apple
PROJ_ALL_00209,Apple iPad,1,399.0,Apple
PROJ_MEGA_000808,Apple iPad,1,399.0,Apple
PROJ_MEGA_000782,Apple iPad,1,399.0,Apple
PROJ_MEGA_000658,Apple iPad,1,399.0,Apple
PROJ_MEGA_000494,Apple iPad,1,399.0,Apple
PROJ_MEGA_000284,Apple iPad,1,399.0,Apple
PROJ_MEGA_000724,Apple iPad,1,399.0,Apple
P0009,Apple iPad,1,399.0,Apple
PROJ_MEGA_000884,Apple iPad,1,399.0,Apple
PROJ_MEGA_000454,Apple iPad,1,399.0,Apple
P0268,Apple iPad,1,399.0,Apple
PROJ_MEGA_000529,Apple iPad,1,399.0,Apple
P0278,Apple iPad,1,399.0,Apple
PROJ_MEGA_000523,Apple iPad,1,399.0,Apple
PROJ_ALL_00136,Apple iPad,1,399.0,Apple
PROJ_ALL_00512,Apple iPad,1,399.0,Apple
PROJ_MEGA_000735,Apple iPad,1,399.0,Apple
PROJ_ALL_00011,Apple iPad,1,399.0,Apple
PROJ_ALL_00230,Apple iPad,1,399.0,Apple
PROJ_ALL_00327,Apple iPad,1,399.0,Apple
PROJ_MEGA_000299,Apple iPad,1,399.0,Apple
PROJ_MEGA_000298,Apple iPad,1,399.0,Apple
PROJ_ALL_00364,Apple iPad,1,399.0,Apple
PROJ_MEGA_000120,Apple iPad,1,399.0,Apple
PROJ_MEGA_000734,Apple iPad,1,399.0,Apple
PROJ_MEGA_000298,Apple iPad,1,399.0,Apple
P0217,Apple iPad,1,399.0,Apple
PROJ_MEGA_000938,Apple iPad,1,399.0,Apple
PROJ_ALL_00051,Apple iPad,1,399.0,Apple
P0203,Apple iPad,1,399.0,Apple
PROJ_MEGA_000111,Apple iPad,1,399.0,Apple
PROJ_MEGA_000218,Apple iPad,1,399.0,Apple
PROJ_ALL_00241,Apple iPad,1,399.0,Apple
PROJ_MEGA_000915,Apple iPad,1,399.0,Apple
PROJ_ALL_00173,Apple iPad,1,399.0,Apple
PROJ_ALL_00424,Apple iPad,1,399.0,Apple
PROJ_MEGA_000016,Apple iPad,1,399.0,Apple
P0024,Apple iPad,1,399.0,Apple
PROJ_MEGA_000868,Apple iPad,1,399.0,Apple
PROJ_MEGA_000701,Apple iPad,1,399.0,Apple
PROJ_ALL_00126,Apple iPad,1,399.0,Apple
PROJ_MEGA_000075,Apple iPad,1,399.0,Apple
PROJ_MEGA_000255,Apple iPad,1,399.0,Apple
PROJ_ALL_00206,Apple iPad,1,399.0,Apple
P0204,Apple iPad,1,399.0,Apple
PROJ_MEGA_000057,Apple iPad,1,399.0,Apple
PROJ_MEGA_000603,Apple iPad,1,399.0,Apple
PROJ_ALL_00532,Apple iPad,1,399.0,Apple
PROJ_MEGA_000336,Apple iPad,1,399.0,Apple
PROJ_MEGA_000531,Apple iPad,1,399.0,Apple
PROJ_ALL_00216,Apple iPad,1,399.0,Apple
PROJ_ALL_00295,Apple iPad,1,399.0,Apple
PROJ_MEGA_000635,Apple iPad,1,399.0,Apple
PROJ_MEGA_000067,Apple iPad,1,399.0,Apple
P0008,Apple iPad,1,399.0,Apple
PROJ_MEGA_000761,Apple iPad,1,399.0,Apple
PROJ_ALL_00414,Apple iPad,1,399.0,Apple
PROJ_ALL_00606,Apple iPad,1,399.0,Apple
PROJ_ALL_00387,Apple iPad,1,399.0,Apple
PROJ_ALL_00256,Apple iPad,1,399.0,Apple
PROJ_ALL_00530,Apple iPad,1,399.0,Apple
PROJ_MEGA_000884,Apple iPad,1,399.0,Apple
P0105,Apple iPad,1,399.0,Apple
PROJ_ALL_00400,Apple iPad,1,399.0,Apple
PROJ_MEGA_000469,Apple iPad,1,399.0,Apple
PROJ_ALL_00081,Apple iPad,1,399.0,Apple
PROJ_ALL_00058,Apple iPad,1,399.0,Apple
PROJ_MEGA_000714,Apple iPad,1,399.0,Apple
PROJ_ALL_00572,Apple iPad,1,399.0,Apple
PROJ_ALL_00064,Apple iPad,1,399.0,Apple
PROJ_MEGA_000491,Apple iPad,1,399.0,Apple
P0021,Apple iPad,1,399.0,Apple
PROJ_ALL_00245,Apple iPad,1,399.0,Apple
PROJ_ALL_00137,Apple iPad,1,399.0,Apple
PROJ_ALL_00159,Apple iPad,1,399.0,Apple
PROJ_MEGA_000861,Apple iPad,1,399.0,Apple
PROJ_ALL_00161,Apple iPad,1,399.0,Apple
PROJ_ALL_00468,Apple iPad,1,399.0,Apple
PROJ_MEGA_000788,Apple iPad,1,399.0,Apple
P0290,Apple iPad,1,399.0,Apple
PROJ_ALL_00327,Apple iPad,1,399.0,Apple
P0189,Apple iPad,1,399.0,Apple
PROJ_ALL_00320,Apple iPad,1,399.0,Apple
PROJ_MEGA_000229,Apple iPad,1,399.0,Apple
PROJ_MEGA_001019,Apple iPad,1,399.0,Apple
PROJ_MEGA_000659,Apple iPad,1,399.0,Apple
PROJ_MEGA_000437,Apple iPad,1,399.0,Apple
PROJ_MEGA_000429,Apple iPad,1,399.0,Apple
PROJ_MEGA_000895,Apple iPad,1,399.0,Apple
PROJ_ALL_00417,Apple iPad,1,399.0,Apple
P0185,Apple iPad,1,399.0,Apple
PROJ_MEGA_000368,Apple iPad,1,399.0,Apple
PROJ_ALL_00485,Apple iPad,1,399.0,Apple
PROJ_ALL_00357,Apple iPad,1,399.0,Apple
PROJ_MEGA_000033,Apple iPad,1,399.0,Apple
PROJ_ALL_00206,Apple iPad,1,399.0,Apple
PROJ_MEGA_000814,Apple iPad,1,399.0,Apple
PROJ_ALL_00505,Apple iPad,1,399.0,Apple
PROJ_ALL_00087,Apple iPad,1,399.0,Apple
PROJ_ALL_00509,Apple iPad,1,399.0,Apple
PROJ_MEGA_000592,Apple iPad,1,399.0,Apple
PROJ_MEGA_000870,Apple iPad,1,399.0,Apple
PROJ_ALL_00476,Apple iPad,1,399.0,Apple
PROJ_MEGA_000898,Apple iPad,1,399.0,Apple
PROJ_MEGA_000919,Apple iPad,1,399.0,Apple
P0172,Apple iPad,1,399.0,Apple
PROJ_ALL_00596,Apple iPad,1,399.0,Apple
PROJ_MEGA_000866,Apple iPad,1,399.0,Apple
PROJ_MEGA_000461,Apple iPad,1,399.0,Apple
PROJ_MEGA_000912,Apple iPad,1,399.0,Apple
PROJ_ALL_00489,Apple iPad,1,399.0,Apple
PROJ_MEGA_000804,Apple iPad,1,399.0,Apple
PROJ_MEGA_000230,Apple iPad,1,399.0,Apple
PROJ_ALL_00323,Apple iPad,1,399.0,Apple
PROJ_MEGA_000694,Apple iPad,1,399.0,Apple
PROJ_MEGA_000596,Apple iPad,1,399.0,Apple
PROJ_MEGA_000762,Apple iPad,1,399.0,Apple
PROJ_MEGA_000690,Apple iPad,1,399.0,Apple
PROJ_MEGA_000749,Apple iPad,1,399.0,Apple
P0126,Apple iPad,1,399.0,Apple
PROJ_ALL_00071,Apple iPad,1,399.0,Apple
PROJ_MEGA_000318,Apple iPad,1,399.0,Apple
PROJ_MEGA_000830,Apple iPad,1,399.0,Apple
PROJ_MEGA_000343,Apple iPad,1,399.0,Apple
PROJ_MEGA_000238,Apple iPad,1,399.0,Apple
PROJ_MEGA_000982,Apple iPad,1,399.0,Apple
PROJ_ALL_00036,Apple iPad,1,399.0,Apple
PROJ_MEGA_000288,Apple iPad,1,399.0,Apple
PROJ_MEGA_000520,Apple iPad,1,399.0,Apple
PROJ_ALL_00169,Apple iPad,1,399.0,Apple
PROJ_MEGA_000598,Apple iPad,1,399.0,Apple
PROJ_MEGA_000921,Apple iPad,1,399.0,Apple
PROJ_MEGA_000310,Apple iPad,1,399.0,Apple
PROJ_ALL_00591,Apple iPad,1,399.0,Apple
PROJ_MEGA_000246,Apple iPad,1,399.0,Apple
PROJ_MEGA_000484,Apple iPad,1,399.0,Apple
PROJ_ALL_00120,Apple iPad,1,399.0,Apple
PROJ_MEGA_000703,Apple iPad,1,399.0,Apple
PROJ_ALL_00005,Apple iPad,1,399.0,Apple
P0151,Apple iPad,1,399.0,Apple
PROJ_MEGA_000117,Apple iPad,1,399.0,Apple
AVG_WHALE_1,Apple iPad,1,399.0,Apple
PROJ_MEGA_000704,Apple iPad,1,399.0,Apple
P0106,Apple iPad,1,399.0,Apple
PROJ_MEGA_000007,Apple iPad,1,399.0,Apple
PROJ_MEGA_000672,Apple iPad,1,399.0,Apple
PROJ_ALL_00510,Apple iPad,1,399.0,Apple
PROJ_ALL_00415,Apple iPad,1,399.0,Apple
PROJ_MEGA_000617,Apple iPad,1,399.0,Apple
PROJ_ALL_00111,Apple iPad,1,399.0,Apple
PROJ_ALL_00592,Apple iPad,1,399.0,Apple
P0226,Apple iPad,1,399.0,Apple
PROJ_MEGA_000151,Apple iPad,1,399.0,Apple
P0043,Apple iPad,1,399.0,Apple
PROJ_MEGA_000858,Apple iPad,1,399.0,Apple
PROJ_MEGA_000660,Apple iPad,1,399.0,Apple
PROJ_MEGA_000078,Apple iPad,1,399.0,Apple
PROJ_MEGA_000699,Apple iPad,1,399.0,Apple
PROJ_MEGA_000906,Apple iPad,1,399.0,Apple
P0164,Apple iPad,1,399.0,Apple
PROJ_ALL_00567,Apple iPad,1,399.0,Apple
PROJ_ALL_00117,Apple iPad,1,399.0,Apple
PROJ_ALL_00461,Apple iPad,1,399.0,Apple
PROJ_MEGA_000870,Apple iPad,1,399.0,Apple
P0042,Apple iPad,1,399.0,Apple
PROJ_ALL_00358,Apple iPad,1,399.0,Apple
PROJ_ALL_00347,Apple iPad,1,399.0,Apple
