Donor ID,Donor City,Donor State,Donor Is Teacher,Donor Zip
DON_ALL_00946,AugCity_Ohio,Ohio,Yes,12345
DON_ALL_00947,AugCity_Ohio,Ohio,No,12345
DON_ALL_00948,AugCity_Ohio,Ohio,Yes,12345
DON_ALL_00949,AugCity_Ohio,Ohio,Yes,12345
DON_ALL_00950,AugCity_Ohio,Ohio,No,12345
DON_ALL_00951,AugCity_Ohio,Ohio,No,12345
DON_ALL_00952,AugCity_Ohio,Ohio,Yes,12345
DON_ALL_00953,AugCity_Ohio,Ohio,Yes,12345
DON_ALL_00954,AugCity_Ohio,Ohio,Yes,12345
DON_ALL_00955,AugCity_Ohio,Ohio,Yes,12345
DON_ALL_00956,AugCity_Ohio,Ohio,Yes,12345
DON_ALL_00957,AugCity_Ohio,Ohio,Yes,12345
DON_ALL_00958,AugCity_Ohio,Ohio,No,12345
DON_ALL_00959,AugCity_Ohio,Ohio,Yes,12345
DON_ALL_00960,AugCity_Ohio,Ohio,Yes,12345
DON_ALL_00961,AugCity_Ohio,Ohio,No,12345
DON_ALL_00962,AugCity_Ohio,Ohio,No,12345
DON_ALL_00963,AugCity_Ohio,Ohio,No,12345
DON_ALL_00964,AugCity_Ohio,Ohio,No,12345
DON_ALL_00965,AugCity_Ohio,Ohio,Yes,12345
DON_ALL_00966,AugCity_Ohio,Ohio,No,12345
DON_ALL_00967,AugCity_Ohio,Ohio,Yes,12345
DON_ALL_00968,AugCity_Ohio,Ohio,Yes,12345
DON_ALL_00969,AugCity_Ohio,Ohio,No,12345
DON_ALL_00970,AugCity_Ohio,Ohio,No,12345
DON_ALL_00971,AugCity_Ohio,Ohio,No,12345
DON_ALL_00972,AugCity_Ohio,Ohio,Yes,12345
DON_ALL_00973,AugCity_Ohio,Ohio,No,12345
DON_ALL_00974,AugCity_Ohio,Ohio,Yes,12345
DON_ALL_00975,AugCity_Ohio,Ohio,Yes,12345
DON_ALL_00976,AugCity_Ohio,Ohio,No,12345
DON_ALL_00977,AugCity_Ohio,Ohio,No,12345
DON_ALL_00978,AugCity_Ohio,Ohio,No,12345
DON_ALL_00979,AugCity_Ohio,Ohio,No,12345
DON_ALL_00980,AugCity_Ohio,Ohio,Yes,12345
DON_ALL_00981,AugCity_Ohio,Ohio,No,12345
DON_ALL_00982,AugCity_Ohio,Ohio,Yes,12345
DON_ALL_00983,AugCity_Ohio,Ohio,Yes,12345
DON_ALL_00984,AugCity_Ohio,Ohio,No,12345
DON_ALL_00985,AugCity_Ohio,Ohio,No,12345
DON_ALL_00986,AugCity_Ohio,Ohio,No,12345
DON_ALL_00987,AugCity_Ohio,Ohio,No,12345
DON_ALL_00988,AugCity_Oklahoma,Oklahoma,Yes,12345
DON_ALL_00989,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_00990,AugCity_Oklahoma,Oklahoma,Yes,12345
DON_ALL_00991,AugCity_Oklahoma,Oklahoma,Yes,12345
DON_ALL_00992,AugCity_Oklahoma,Oklahoma,Yes,12345
DON_ALL_00993,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_00994,AugCity_Oklahoma,Oklahoma,Yes,12345
DON_ALL_00995,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_00996,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_00997,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_00998,AugCity_Oklahoma,Oklahoma,Yes,12345
DON_ALL_00999,AugCity_Oklahoma,Oklahoma,Yes,12345
DON_ALL_01000,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_01001,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_01002,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_01003,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_01004,AugCity_Oklahoma,Oklahoma,Yes,12345
DON_ALL_01005,AugCity_Oklahoma,Oklahoma,Yes,12345
DON_ALL_01006,AugCity_Oklahoma,Oklahoma,Yes,12345
DON_ALL_01007,AugCity_Oklahoma,Oklahoma,Yes,12345
DON_ALL_01008,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_01009,AugCity_Oklahoma,Oklahoma,Yes,12345
DON_ALL_01010,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_01011,AugCity_Oklahoma,Oklahoma,Yes,12345
DON_ALL_01012,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_01013,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_01014,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_01015,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_01016,AugCity_Oklahoma,Oklahoma,Yes,12345
DON_ALL_01017,AugCity_Oklahoma,Oklahoma,Yes,12345
DON_ALL_01018,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_01019,AugCity_Oklahoma,Oklahoma,Yes,12345
DON_ALL_01020,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_01021,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_01022,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_01023,AugCity_Oklahoma,Oklahoma,Yes,12345
DON_ALL_01024,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_01025,AugCity_Oklahoma,Oklahoma,Yes,12345
DON_ALL_01026,AugCity_Oklahoma,Oklahoma,Yes,12345
DON_ALL_01027,AugCity_Oklahoma,Oklahoma,No,12345
DON_ALL_01028,AugCity_Oregon,Oregon,No,12345
DON_ALL_01029,AugCity_Oregon,Oregon,No,12345
DON_ALL_01030,AugCity_Oregon,Oregon,Yes,12345
DON_ALL_01031,AugCity_Oregon,Oregon,Yes,12345
DON_ALL_01032,AugCity_Oregon,Oregon,No,12345
DON_ALL_01033,AugCity_Oregon,Oregon,No,12345
DON_ALL_01034,AugCity_Oregon,Oregon,No,12345
DON_ALL_01035,AugCity_Oregon,Oregon,No,12345
DON_ALL_01036,AugCity_Oregon,Oregon,No,12345
DON_ALL_01037,AugCity_Oregon,Oregon,Yes,12345
DON_ALL_01038,AugCity_Oregon,Oregon,No,12345
DON_ALL_01039,AugCity_Oregon,Oregon,Yes,12345
DON_ALL_01040,AugCity_Oregon,Oregon,No,12345
DON_ALL_01041,AugCity_Oregon,Oregon,No,12345
DON_ALL_01042,AugCity_Oregon,Oregon,Yes,12345
DON_ALL_01043,AugCity_Oregon,Oregon,No,12345
DON_ALL_01044,AugCity_Oregon,Oregon,No,12345
DON_ALL_01045,AugCity_Oregon,Oregon,Yes,12345
DON_ALL_01046,AugCity_Oregon,Oregon,Yes,12345
DON_ALL_01047,AugCity_Oregon,Oregon,Yes,12345
DON_ALL_01048,AugCity_Oregon,Oregon,Yes,12345
DON_ALL_01049,AugCity_Oregon,Oregon,Yes,12345
DON_ALL_01050,AugCity_Oregon,Oregon,No,12345
DON_ALL_01051,AugCity_Oregon,Oregon,Yes,12345
DON_ALL_01052,AugCity_Oregon,Oregon,No,12345
DON_ALL_01053,AugCity_Oregon,Oregon,No,12345
DON_ALL_01054,AugCity_Oregon,Oregon,No,12345
DON_ALL_01055,AugCity_Oregon,Oregon,No,12345
DON_ALL_01056,AugCity_Oregon,Oregon,Yes,12345
DON_ALL_01057,AugCity_Oregon,Oregon,No,12345
DON_ALL_01058,AugCity_Oregon,Oregon,Yes,12345
DON_ALL_01059,AugCity_Oregon,Oregon,No,12345
DON_ALL_01060,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01061,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01062,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01063,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01064,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01065,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01066,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01067,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01068,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01069,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01070,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01071,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01072,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01073,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01074,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01075,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01076,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01077,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01078,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01079,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01080,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01081,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01082,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01083,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01084,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01085,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01086,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01087,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01088,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01089,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01090,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01091,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01092,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01093,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01094,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01095,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01096,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01097,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01098,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01099,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01100,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01101,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01102,AugCity_Pennsylvania,Pennsylvania,Yes,12345
DON_ALL_01103,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01104,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01105,AugCity_Pennsylvania,Pennsylvania,No,12345
DON_ALL_01106,AugCity_Rhode Island,Rhode Island,Yes,12345
DON_ALL_01107,AugCity_Rhode Island,Rhode Island,No,12345
DON_ALL_01108,AugCity_Rhode Island,Rhode Island,Yes,12345
DON_ALL_01109,AugCity_Rhode Island,Rhode Island,No,12345
DON_ALL_01110,AugCity_Rhode Island,Rhode Island,Yes,12345
DON_ALL_01111,AugCity_Rhode Island,Rhode Island,No,12345
DON_ALL_01112,AugCity_Rhode Island,Rhode Island,No,12345
DON_ALL_01113,AugCity_Rhode Island,Rhode Island,Yes,12345
DON_ALL_01114,AugCity_Rhode Island,Rhode Island,No,12345
DON_ALL_01115,AugCity_Rhode Island,Rhode Island,No,12345
DON_ALL_01116,AugCity_Rhode Island,Rhode Island,Yes,12345
DON_ALL_01117,AugCity_Rhode Island,Rhode Island,Yes,12345
DON_ALL_01118,AugCity_Rhode Island,Rhode Island,No,12345
DON_ALL_01119,AugCity_Rhode Island,Rhode Island,No,12345
DON_ALL_01120,AugCity_Rhode Island,Rhode Island,Yes,12345
DON_ALL_01121,AugCity_Rhode Island,Rhode Island,Yes,12345
DON_ALL_01122,AugCity_Rhode Island,Rhode Island,No,12345
DON_ALL_01123,AugCity_Rhode Island,Rhode Island,No,12345
DON_ALL_01124,AugCity_Rhode Island,Rhode Island,Yes,12345
DON_ALL_01125,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01126,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01127,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01128,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01129,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01130,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01131,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01132,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01133,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01134,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01135,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01136,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01137,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01138,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01139,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01140,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01141,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01142,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01143,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01144,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01145,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01146,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01147,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01148,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01149,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01150,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01151,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01152,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01153,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01154,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01155,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01156,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01157,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01158,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01159,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01160,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01161,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01162,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01163,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01164,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01165,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01166,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01167,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01168,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01169,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01170,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01171,AugCity_South Carolina,South Carolina,Yes,12345
DON_ALL_01172,AugCity_South Carolina,South Carolina,No,12345
DON_ALL_01173,AugCity_South Dakota,South Dakota,No,12345
DON_ALL_01174,AugCity_South Dakota,South Dakota,Yes,12345
DON_ALL_01175,AugCity_South Dakota,South Dakota,Yes,12345
DON_ALL_01176,AugCity_South Dakota,South Dakota,No,12345
DON_ALL_01177,AugCity_South Dakota,South Dakota,Yes,12345
DON_ALL_01178,AugCity_South Dakota,South Dakota,No,12345
DON_ALL_01179,AugCity_South Dakota,South Dakota,No,12345
DON_ALL_01180,AugCity_South Dakota,South Dakota,Yes,12345
DON_ALL_01181,AugCity_South Dakota,South Dakota,Yes,12345
DON_ALL_01182,AugCity_South Dakota,South Dakota,Yes,12345
DON_ALL_01183,AugCity_South Dakota,South Dakota,No,12345
DON_ALL_01184,AugCity_South Dakota,South Dakota,No,12345
DON_ALL_01185,AugCity_South Dakota,South Dakota,Yes,12345
DON_ALL_01186,AugCity_South Dakota,South Dakota,Yes,12345
DON_ALL_01187,AugCity_South Dakota,South Dakota,Yes,12345
DON_ALL_01188,AugCity_South Dakota,South Dakota,No,12345
DON_ALL_01189,AugCity_South Dakota,South Dakota,Yes,12345
DON_ALL_01190,AugCity_South Dakota,South Dakota,Yes,12345
DON_ALL_01191,AugCity_South Dakota,South Dakota,Yes,12345
DON_ALL_01192,AugCity_South Dakota,South Dakota,Yes,12345
DON_ALL_01193,AugCity_South Dakota,South Dakota,Yes,12345
DON_ALL_01194,AugCity_South Dakota,South Dakota,Yes,12345
DON_ALL_01195,AugCity_South Dakota,South Dakota,Yes,12345
DON_ALL_01196,AugCity_South Dakota,South Dakota,No,12345
DON_ALL_01197,AugCity_South Dakota,South Dakota,No,12345
DON_ALL_01198,AugCity_South Dakota,South Dakota,No,12345
DON_ALL_01199,AugCity_Tennessee,Tennessee,Yes,12345
DON_ALL_01200,AugCity_Tennessee,Tennessee,No,12345
DON_ALL_01201,AugCity_Tennessee,Tennessee,No,12345
DON_ALL_01202,AugCity_Tennessee,Tennessee,No,12345
DON_ALL_01203,AugCity_Tennessee,Tennessee,Yes,12345
DON_ALL_01204,AugCity_Tennessee,Tennessee,Yes,12345
DON_ALL_01205,AugCity_Tennessee,Tennessee,No,12345
DON_ALL_01206,AugCity_Tennessee,Tennessee,No,12345
DON_ALL_01207,AugCity_Tennessee,Tennessee,No,12345
DON_ALL_01208,AugCity_Tennessee,Tennessee,Yes,12345
DON_ALL_01209,AugCity_Tennessee,Tennessee,No,12345
DON_ALL_01210,AugCity_Tennessee,Tennessee,Yes,12345
DON_ALL_01211,AugCity_Tennessee,Tennessee,No,12345
DON_ALL_01212,AugCity_Tennessee,Tennessee,No,12345
DON_ALL_01213,AugCity_Tennessee,Tennessee,No,12345
DON_ALL_01214,AugCity_Tennessee,Tennessee,No,12345
DON_ALL_01215,AugCity_Tennessee,Tennessee,Yes,12345
DON_ALL_01216,AugCity_Tennessee,Tennessee,Yes,12345
DON_ALL_01217,AugCity_Tennessee,Tennessee,Yes,12345
DON_ALL_01218,AugCity_Tennessee,Tennessee,Yes,12345
DON_ALL_01219,AugCity_Tennessee,Tennessee,No,12345
DON_ALL_01220,AugCity_Tennessee,Tennessee,Yes,12345
DON_ALL_01221,AugCity_Tennessee,Tennessee,No,12345
DON_ALL_01222,AugCity_Tennessee,Tennessee,No,12345
DON_ALL_01223,AugCity_Tennessee,Tennessee,No,12345
DON_ALL_01224,AugCity_Tennessee,Tennessee,No,12345
DON_ALL_01225,AugCity_Tennessee,Tennessee,Yes,12345
DON_ALL_01226,AugCity_Tennessee,Tennessee,Yes,12345
DON_ALL_01227,AugCity_Tennessee,Tennessee,No,12345
DON_ALL_01228,AugCity_Tennessee,Tennessee,No,12345
DON_ALL_01229,AugCity_Tennessee,Tennessee,Yes,12345
DON_ALL_01230,AugCity_Texas,Texas,Yes,12345
DON_ALL_01231,AugCity_Texas,Texas,Yes,12345
DON_ALL_01232,AugCity_Texas,Texas,Yes,12345
DON_ALL_01233,AugCity_Texas,Texas,Yes,12345
DON_ALL_01234,AugCity_Texas,Texas,Yes,12345
DON_ALL_01235,AugCity_Texas,Texas,No,12345
DON_ALL_01236,AugCity_Texas,Texas,Yes,12345
DON_ALL_01237,AugCity_Texas,Texas,No,12345
DON_ALL_01238,AugCity_Texas,Texas,No,12345
DON_ALL_01239,AugCity_Texas,Texas,No,12345
DON_ALL_01240,AugCity_Texas,Texas,Yes,12345
DON_ALL_01241,AugCity_Texas,Texas,No,12345
DON_ALL_01242,AugCity_Texas,Texas,No,12345
DON_ALL_01243,AugCity_Utah,Utah,No,12345
DON_ALL_01244,AugCity_Utah,Utah,No,12345
DON_ALL_01245,AugCity_Utah,Utah,No,12345
DON_ALL_01246,AugCity_Utah,Utah,No,12345
DON_ALL_01247,AugCity_Utah,Utah,No,12345
DON_ALL_01248,AugCity_Utah,Utah,No,12345
DON_ALL_01249,AugCity_Utah,Utah,No,12345
DON_ALL_01250,AugCity_Utah,Utah,Yes,12345
DON_ALL_01251,AugCity_Utah,Utah,Yes,12345
DON_ALL_01252,AugCity_Utah,Utah,No,12345
DON_ALL_01253,AugCity_Utah,Utah,No,12345
DON_ALL_01254,AugCity_Utah,Utah,No,12345
DON_ALL_01255,AugCity_Utah,Utah,No,12345
DON_ALL_01256,AugCity_Utah,Utah,No,12345
DON_ALL_01257,AugCity_Utah,Utah,No,12345
DON_ALL_01258,AugCity_Utah,Utah,No,12345
DON_ALL_01259,AugCity_Utah,Utah,No,12345
DON_ALL_01260,AugCity_Utah,Utah,Yes,12345
DON_ALL_01261,AugCity_Utah,Utah,Yes,12345
DON_ALL_01262,AugCity_Utah,Utah,No,12345
DON_ALL_01263,AugCity_Utah,Utah,Yes,12345
DON_ALL_01264,AugCity_Utah,Utah,Yes,12345
DON_ALL_01265,AugCity_Utah,Utah,Yes,12345
DON_ALL_01266,AugCity_Utah,Utah,Yes,12345
DON_ALL_01267,AugCity_Utah,Utah,No,12345
DON_ALL_01268,AugCity_Utah,Utah,Yes,12345
DON_ALL_01269,AugCity_Utah,Utah,Yes,12345
DON_ALL_01270,AugCity_Utah,Utah,Yes,12345
DON_ALL_01271,AugCity_Utah,Utah,No,12345
DON_ALL_01272,AugCity_Utah,Utah,No,12345
DON_ALL_01273,AugCity_Utah,Utah,Yes,12345
DON_ALL_01274,AugCity_Utah,Utah,Yes,12345
DON_ALL_01275,AugCity_Utah,Utah,Yes,12345
DON_ALL_01276,AugCity_Utah,Utah,No,12345
DON_ALL_01277,AugCity_Utah,Utah,Yes,12345
DON_ALL_01278,AugCity_Utah,Utah,Yes,12345
DON_ALL_01279,AugCity_Utah,Utah,No,12345
DON_ALL_01280,AugCity_Utah,Utah,Yes,12345
DON_ALL_01281,AugCity_Utah,Utah,No,12345
DON_ALL_01282,AugCity_Utah,Utah,No,12345
DON_ALL_01283,AugCity_Utah,Utah,Yes,12345
DON_ALL_01284,AugCity_Utah,Utah,No,12345
DON_ALL_01285,AugCity_Utah,Utah,No,12345
DON_ALL_01286,AugCity_Utah,Utah,No,12345
DON_ALL_01287,AugCity_Vermont,Vermont,Yes,12345
DON_ALL_01288,AugCity_Vermont,Vermont,No,12345
DON_ALL_01289,AugCity_Vermont,Vermont,No,12345
DON_ALL_01290,AugCity_Vermont,Vermont,No,12345
DON_ALL_01291,AugCity_Vermont,Vermont,Yes,12345
DON_ALL_01292,AugCity_Vermont,Vermont,No,12345
DON_ALL_01293,AugCity_Vermont,Vermont,Yes,12345
DON_ALL_01294,AugCity_Vermont,Vermont,Yes,12345
DON_ALL_01295,AugCity_Vermont,Vermont,Yes,12345
DON_ALL_01296,AugCity_Vermont,Vermont,Yes,12345
DON_ALL_01297,AugCity_Vermont,Vermont,Yes,12345
DON_ALL_01298,AugCity_Vermont,Vermont,No,12345
DON_ALL_01299,AugCity_Vermont,Vermont,No,12345
DON_ALL_01300,AugCity_Vermont,Vermont,Yes,12345
DON_ALL_01301,AugCity_Vermont,Vermont,Yes,12345
DON_ALL_01302,AugCity_Vermont,Vermont,No,12345
DON_ALL_01303,AugCity_Vermont,Vermont,No,12345
DON_ALL_01304,AugCity_Vermont,Vermont,No,12345
DON_ALL_01305,AugCity_Vermont,Vermont,Yes,12345
DON_ALL_01306,AugCity_Vermont,Vermont,No,12345
DON_ALL_01307,AugCity_Virginia,Virginia,No,12345
DON_ALL_01308,AugCity_Virginia,Virginia,No,12345
DON_ALL_01309,AugCity_Virginia,Virginia,No,12345
DON_ALL_01310,AugCity_Virginia,Virginia,Yes,12345
DON_ALL_01311,AugCity_Virginia,Virginia,No,12345
DON_ALL_01312,AugCity_Virginia,Virginia,No,12345
DON_ALL_01313,AugCity_Virginia,Virginia,Yes,12345
DON_ALL_01314,AugCity_Virginia,Virginia,No,12345
DON_ALL_01315,AugCity_Virginia,Virginia,No,12345
DON_ALL_01316,AugCity_Virginia,Virginia,No,12345
DON_ALL_01317,AugCity_Virginia,Virginia,Yes,12345
DON_ALL_01318,AugCity_Virginia,Virginia,No,12345
DON_ALL_01319,AugCity_Virginia,Virginia,No,12345
DON_ALL_01320,AugCity_Virginia,Virginia,Yes,12345
DON_ALL_01321,AugCity_Virginia,Virginia,No,12345
DON_ALL_01322,AugCity_Virginia,Virginia,No,12345
DON_ALL_01323,AugCity_Virginia,Virginia,No,12345
DON_ALL_01324,AugCity_Virginia,Virginia,No,12345
DON_ALL_01325,AugCity_Virginia,Virginia,No,12345
DON_ALL_01326,AugCity_Virginia,Virginia,Yes,12345
DON_ALL_01327,AugCity_Virginia,Virginia,Yes,12345
DON_ALL_01328,AugCity_Virginia,Virginia,No,12345
DON_ALL_01329,AugCity_Virginia,Virginia,Yes,12345
DON_ALL_01330,AugCity_Virginia,Virginia,No,12345
DON_ALL_01331,AugCity_Virginia,Virginia,No,12345
DON_ALL_01332,AugCity_Virginia,Virginia,No,12345
DON_ALL_01333,AugCity_Virginia,Virginia,Yes,12345
DON_ALL_01334,AugCity_Washington,Washington,No,12345
DON_ALL_01335,AugCity_Washington,Washington,No,12345
DON_ALL_01336,AugCity_Washington,Washington,No,12345
DON_ALL_01337,AugCity_Washington,Washington,Yes,12345
DON_ALL_01338,AugCity_Washington,Washington,No,12345
DON_ALL_01339,AugCity_Washington,Washington,Yes,12345
DON_ALL_01340,AugCity_Washington,Washington,Yes,12345
DON_ALL_01341,AugCity_Washington,Washington,No,12345
DON_ALL_01342,AugCity_Washington,Washington,Yes,12345
DON_ALL_01343,AugCity_Washington,Washington,No,12345
DON_ALL_01344,AugCity_Washington,Washington,Yes,12345
DON_ALL_01345,AugCity_Washington,Washington,Yes,12345
DON_ALL_01346,AugCity_Washington,Washington,No,12345
DON_ALL_01347,AugCity_West Virginia,West Virginia,Yes,12345
DON_ALL_01348,AugCity_West Virginia,West Virginia,No,12345
DON_ALL_01349,AugCity_West Virginia,West Virginia,Yes,12345
DON_ALL_01350,AugCity_West Virginia,West Virginia,Yes,12345
DON_ALL_01351,AugCity_West Virginia,West Virginia,No,12345
DON_ALL_01352,AugCity_West Virginia,West Virginia,No,12345
DON_ALL_01353,AugCity_West Virginia,West Virginia,No,12345
DON_ALL_01354,AugCity_West Virginia,West Virginia,No,12345
DON_ALL_01355,AugCity_West Virginia,West Virginia,Yes,12345
DON_ALL_01356,AugCity_West Virginia,West Virginia,Yes,12345
DON_ALL_01357,AugCity_West Virginia,West Virginia,No,12345
DON_ALL_01358,AugCity_West Virginia,West Virginia,Yes,12345
DON_ALL_01359,AugCity_West Virginia,West Virginia,No,12345
DON_ALL_01360,AugCity_West Virginia,West Virginia,No,12345
DON_ALL_01361,AugCity_West Virginia,West Virginia,Yes,12345
DON_ALL_01362,AugCity_West Virginia,West Virginia,Yes,12345
DON_ALL_01363,AugCity_West Virginia,West Virginia,Yes,12345
DON_ALL_01364,AugCity_West Virginia,West Virginia,No,12345
DON_ALL_01365,AugCity_West Virginia,West Virginia,No,12345
DON_ALL_01366,AugCity_West Virginia,West Virginia,Yes,12345
DON_ALL_01367,AugCity_West Virginia,West Virginia,Yes,12345
DON_ALL_01368,AugCity_West Virginia,West Virginia,No,12345
DON_ALL_01369,AugCity_West Virginia,West Virginia,Yes,12345
DON_ALL_01370,AugCity_West Virginia,West Virginia,No,12345
DON_ALL_01371,AugCity_West Virginia,West Virginia,Yes,12345
DON_ALL_01372,AugCity_West Virginia,West Virginia,Yes,12345
DON_ALL_01373,AugCity_West Virginia,West Virginia,No,12345
DON_ALL_01374,AugCity_West Virginia,West Virginia,Yes,12345
DON_ALL_01375,AugCity_West Virginia,West Virginia,No,12345
