School ID,School Name,School Metro Type,School Percentage Free Lunch,School State,School Zip,School City,School County,School District
SCH_ALL_00020,Aug School 20,suburban,89.0,Connecticut,12345,City_Connecticut,County_Connecticut,District_Connecticut
SCH_ALL_00021,Aug School 21,rural,25.0,Delaware,12345,City_Delaware,County_Delaware,District_Delaware
SCH_ALL_00022,Aug School 22,rural,84.0,Delaware,12345,City_Delaware,County_Delaware,District_Delaware
SCH_ALL_00023,Aug School 23,urban,17.0,Delaware,12345,City_Delaware,County_Delaware,District_Delaware
SCH_ALL_00024,Aug School 24,rural,79.0,District of Columbia,12345,City_District of Columbia,County_District of Columbia,District_District of Columbia
SCH_ALL_00025,Aug School 25,suburban,57.0,District of Columbia,12345,City_District of Columbia,County_District of Columbia,District_District of Columbia
SCH_ALL_00026,Aug School 26,unknown,10.0,District of Columbia,12345,City_District of Columbia,County_District of Columbia,District_District of Columbia
SCH_ALL_00027,Aug School 27,suburban,31.0,Florida,12345,City_Florida,County_Florida,District_Florida
SCH_ALL_00028,Aug School 28,unknown,57.0,Florida,12345,City_Florida,County_Florida,District_Florida
SCH_ALL_00029,Aug School 29,rural,36.0,Florida,12345,City_Florida,County_Florida,District_Florida
SCH_ALL_00030,Aug School 30,urban,24.0,Georgia,12345,City_Georgia,County_Georgia,District_Georgia
SCH_ALL_00031,Aug School 31,unknown,11.0,Georgia,12345,City_Georgia,County_Georgia,District_Georgia
SCH_ALL_00032,Aug School 32,unknown,90.0,Georgia,12345,City_Georgia,County_Georgia,District_Georgia
SCH_ALL_00033,Aug School 33,urban,73.0,Hawaii,12345,City_Hawaii,County_Hawaii,District_Hawaii
SCH_ALL_00034,Aug School 34,rural,34.0,Hawaii,12345,City_Hawaii,County_Hawaii,District_Hawaii
SCH_ALL_00035,Aug School 35,urban,87.0,Hawaii,12345,City_Hawaii,County_Hawaii,District_Hawaii
SCH_ALL_00036,Aug School 36,urban,69.0,Idaho,12345,City_Idaho,County_Idaho,District_Idaho
SCH_ALL_00037,Aug School 37,urban,52.0,Idaho,12345,City_Idaho,County_Idaho,District_Idaho
SCH_ALL_00038,Aug School 38,rural,58.0,Idaho,12345,City_Idaho,County_Idaho,District_Idaho
SCH_ALL_00039,Aug School 39,suburban,73.0,Illinois,12345,City_Illinois,County_Illinois,District_Illinois
SCH_ALL_00040,Aug School 40,unknown,80.0,Illinois,12345,City_Illinois,County_Illinois,District_Illinois
SCH_ALL_00041,Aug School 41,unknown,36.0,Illinois,12345,City_Illinois,County_Illinois,District_Illinois
SCH_ALL_00042,Aug School 42,suburban,18.0,Indiana,12345,City_Indiana,County_Indiana,District_Indiana
SCH_ALL_00043,Aug School 43,urban,14.0,Indiana,12345,City_Indiana,County_Indiana,District_Indiana
SCH_ALL_00044,Aug School 44,rural,63.0,Indiana,12345,City_Indiana,County_Indiana,District_Indiana
SCH_ALL_00045,Aug School 45,suburban,22.0,Iowa,12345,City_Iowa,County_Iowa,District_Iowa
SCH_ALL_00046,Aug School 46,unknown,21.0,Iowa,12345,City_Iowa,County_Iowa,District_Iowa
SCH_ALL_00047,Aug School 47,urban,55.0,Iowa,12345,City_Iowa,County_Iowa,District_Iowa
SCH_ALL_00048,Aug School 48,unknown,86.0,Kansas,12345,City_Kansas,County_Kansas,District_Kansas
SCH_ALL_00049,Aug School 49,rural,90.0,Kansas,12345,City_Kansas,County_Kansas,District_Kansas
SCH_ALL_00050,Aug School 50,urban,14.0,Kansas,12345,City_Kansas,County_Kansas,District_Kansas
SCH_ALL_00051,Aug School 51,urban,51.0,Kentucky,12345,City_Kentucky,County_Kentucky,District_Kentucky
SCH_ALL_00052,Aug School 52,urban,68.0,Kentucky,12345,City_Kentucky,County_Kentucky,District_Kentucky
SCH_ALL_00053,Aug School 53,suburban,53.0,Kentucky,12345,City_Kentucky,County_Kentucky,District_Kentucky
SCH_ALL_00054,Aug School 54,rural,13.0,Louisiana,12345,City_Louisiana,County_Louisiana,District_Louisiana
SCH_ALL_00055,Aug School 55,unknown,25.0,Louisiana,12345,City_Louisiana,County_Louisiana,District_Louisiana
SCH_ALL_00056,Aug School 56,urban,70.0,Louisiana,12345,City_Louisiana,County_Louisiana,District_Louisiana
SCH_ALL_00057,Aug School 57,unknown,53.0,Maine,12345,City_Maine,County_Maine,District_Maine
SCH_ALL_00058,Aug School 58,urban,74.0,Maine,12345,City_Maine,County_Maine,District_Maine
SCH_ALL_00059,Aug School 59,suburban,84.0,Maine,12345,City_Maine,County_Maine,District_Maine
SCH_ALL_00060,Aug School 60,unknown,36.0,Maryland,12345,City_Maryland,County_Maryland,District_Maryland
SCH_ALL_00061,Aug School 61,rural,85.0,Maryland,12345,City_Maryland,County_Maryland,District_Maryland
SCH_ALL_00062,Aug School 62,suburban,52.0,Maryland,12345,City_Maryland,County_Maryland,District_Maryland
SCH_ALL_00063,Aug School 63,unknown,40.0,Massachusetts,12345,City_Massachusetts,County_Massachusetts,District_Massachusetts
SCH_ALL_00064,Aug School 64,suburban,10.0,Massachusetts,12345,City_Massachusetts,County_Massachusetts,District_Massachusetts
SCH_ALL_00065,Aug School 65,urban,24.0,Massachusetts,12345,City_Massachusetts,County_Massachusetts,District_Massachusetts
SCH_ALL_00066,Aug School 66,rural,50.0,Michigan,12345,City_Michigan,County_Michigan,District_Michigan
SCH_ALL_00067,Aug School 67,rural,64.0,Michigan,12345,City_Michigan,County_Michigan,District_Michigan
SCH_ALL_00068,Aug School 68,urban,32.0,Michigan,12345,City_Michigan,County_Michigan,District_Michigan
SCH_ALL_00069,Aug School 69,rural,63.0,Minnesota,12345,City_Minnesota,County_Minnesota,District_Minnesota
SCH_ALL_00070,Aug School 70,suburban,31.0,Minnesota,12345,City_Minnesota,County_Minnesota,District_Minnesota
SCH_ALL_00071,Aug School 71,rural,15.0,Minnesota,12345,City_Minnesota,County_Minnesota,District_Minnesota
SCH_ALL_00072,Aug School 72,unknown,76.0,Mississippi,12345,City_Mississippi,County_Mississippi,District_Mississippi
SCH_ALL_00073,Aug School 73,rural,38.0,Mississippi,12345,City_Mississippi,County_Mississippi,District_Mississippi
SCH_ALL_00074,Aug School 74,urban,79.0,Mississippi,12345,City_Mississippi,County_Mississippi,District_Mississippi
SCH_ALL_00075,Aug School 75,urban,10.0,Missouri,12345,City_Missouri,County_Missouri,District_Missouri
SCH_ALL_00076,Aug School 76,unknown,90.0,Missouri,12345,City_Missouri,County_Missouri,District_Missouri
SCH_ALL_00077,Aug School 77,rural,90.0,Missouri,12345,City_Missouri,County_Missouri,District_Missouri
SCH_ALL_00078,Aug School 78,urban,41.0,Montana,12345,City_Montana,County_Montana,District_Montana
SCH_ALL_00079,Aug School 79,rural,66.0,Montana,12345,City_Montana,County_Montana,District_Montana
SCH_ALL_00080,Aug School 80,suburban,71.0,Montana,12345,City_Montana,County_Montana,District_Montana
SCH_ALL_00081,Aug School 81,suburban,26.0,Nebraska,12345,City_Nebraska,County_Nebraska,District_Nebraska
SCH_ALL_00082,Aug School 82,suburban,39.0,Nebraska,12345,City_Nebraska,County_Nebraska,District_Nebraska
SCH_ALL_00083,Aug School 83,suburban,85.0,Nebraska,12345,City_Nebraska,County_Nebraska,District_Nebraska
SCH_ALL_00084,Aug School 84,urban,26.0,Nevada,12345,City_Nevada,County_Nevada,District_Nevada
SCH_ALL_00085,Aug School 85,rural,80.0,Nevada,12345,City_Nevada,County_Nevada,District_Nevada
SCH_ALL_00086,Aug School 86,suburban,44.0,Nevada,12345,City_Nevada,County_Nevada,District_Nevada
SCH_ALL_00087,Aug School 87,urban,86.0,New Hampshire,12345,City_New Hampshire,County_New Hampshire,District_New Hampshire
SCH_ALL_00088,Aug School 88,rural,54.0,New Hampshire,12345,City_New Hampshire,County_New Hampshire,District_New Hampshire
SCH_ALL_00089,Aug School 89,suburban,82.0,New Hampshire,12345,City_New Hampshire,County_New Hampshire,District_New Hampshire
SCH_ALL_00090,Aug School 90,unknown,57.0,New Jersey,12345,City_New Jersey,County_New Jersey,District_New Jersey
SCH_ALL_00091,Aug School 91,unknown,71.0,New Jersey,12345,City_New Jersey,County_New Jersey,District_New Jersey
SCH_ALL_00092,Aug School 92,rural,25.0,New Jersey,12345,City_New Jersey,County_New Jersey,District_New Jersey
SCH_ALL_00093,Aug School 93,urban,35.0,New Mexico,12345,City_New Mexico,County_New Mexico,District_New Mexico
SCH_ALL_00094,Aug School 94,suburban,60.0,New Mexico,12345,City_New Mexico,County_New Mexico,District_New Mexico
SCH_ALL_00095,Aug School 95,urban,51.0,New Mexico,12345,City_New Mexico,County_New Mexico,District_New Mexico
SCH_ALL_00096,Aug School 96,suburban,78.0,New York,12345,City_New York,County_New York,District_New York
SCH_ALL_00097,Aug School 97,rural,60.0,New York,12345,City_New York,County_New York,District_New York
SCH_ALL_00098,Aug School 98,suburban,24.0,New York,12345,City_New York,County_New York,District_New York
SCH_ALL_00099,Aug School 99,suburban,85.0,North Carolina,12345,City_North Carolina,County_North Carolina,District_North Carolina
SCH_ALL_00100,Aug School 100,urban,79.0,North Carolina,12345,City_North Carolina,County_North Carolina,District_North Carolina
SCH_ALL_00101,Aug School 101,suburban,50.0,North Carolina,12345,City_North Carolina,County_North Carolina,District_North Carolina
SCH_ALL_00102,Aug School 102,suburban,80.0,North Dakota,12345,City_North Dakota,County_North Dakota,District_North Dakota
SCH_ALL_00103,Aug School 103,suburban,64.0,North Dakota,12345,City_North Dakota,County_North Dakota,District_North Dakota
SCH_ALL_00104,Aug School 104,urban,87.0,North Dakota,12345,City_North Dakota,County_North Dakota,District_North Dakota
SCH_ALL_00105,Aug School 105,suburban,41.0,Ohio,12345,City_Ohio,County_Ohio,District_Ohio
SCH_ALL_00106,Aug School 106,urban,74.0,Ohio,12345,City_Ohio,County_Ohio,District_Ohio
SCH_ALL_00107,Aug School 107,urban,87.0,Ohio,12345,City_Ohio,County_Ohio,District_Ohio
SCH_ALL_00108,Aug School 108,unknown,15.0,Oklahoma,12345,City_Oklahoma,County_Oklahoma,District_Oklahoma
SCH_ALL_00109,Aug School 109,urban,70.0,Oklahoma,12345,City_Oklahoma,County_Oklahoma,District_Oklahoma
SCH_ALL_00110,Aug School 110,unknown,75.0,Oklahoma,12345,City_Oklahoma,County_Oklahoma,District_Oklahoma
SCH_ALL_00111,Aug School 111,unknown,69.0,Oregon,12345,City_Oregon,County_Oregon,District_Oregon
SCH_ALL_00112,Aug School 112,rural,45.0,Oregon,12345,City_Oregon,County_Oregon,District_Oregon
SCH_ALL_00113,Aug School 113,suburban,62.0,Oregon,12345,City_Oregon,County_Oregon,District_Oregon
SCH_ALL_00114,Aug School 114,suburban,77.0,Pennsylvania,12345,City_Pennsylvania,County_Pennsylvania,District_Pennsylvania
SCH_ALL_00115,Aug School 115,suburban,45.0,Pennsylvania,12345,City_Pennsylvania,County_Pennsylvania,District_Pennsylvania
SCH_ALL_00116,Aug School 116,urban,80.0,Pennsylvania,12345,City_Pennsylvania,County_Pennsylvania,District_Pennsylvania
SCH_ALL_00117,Aug School 117,unknown,42.0,Rhode Island,12345,City_Rhode Island,County_Rhode Island,District_Rhode Island
SCH_ALL_00118,Aug School 118,urban,17.0,Rhode Island,12345,City_Rhode Island,County_Rhode Island,District_Rhode Island
SCH_ALL_00119,Aug School 119,rural,51.0,Rhode Island,12345,City_Rhode Island,County_Rhode Island,District_Rhode Island
SCH_ALL_00120,Aug School 120,suburban,87.0,South Carolina,12345,City_South Carolina,County_South Carolina,District_South Carolina
SCH_ALL_00121,Aug School 121,suburban,70.0,South Carolina,12345,City_South Carolina,County_South Carolina,District_South Carolina
SCH_ALL_00122,Aug School 122,suburban,17.0,South Carolina,12345,City_South Carolina,County_South Carolina,District_South Carolina
SCH_ALL_00123,Aug School 123,suburban,36.0,South Dakota,12345,City_South Dakota,County_South Dakota,District_South Dakota
SCH_ALL_00124,Aug School 124,rural,14.0,South Dakota,12345,City_South Dakota,County_South Dakota,District_South Dakota
SCH_ALL_00125,Aug School 125,unknown,72.0,South Dakota,12345,City_South Dakota,County_South Dakota,District_South Dakota
SCH_ALL_00126,Aug School 126,suburban,75.0,Tennessee,12345,City_Tennessee,County_Tennessee,District_Tennessee
SCH_ALL_00127,Aug School 127,suburban,26.0,Tennessee,12345,City_Tennessee,County_Tennessee,District_Tennessee
SCH_ALL_00128,Aug School 128,urban,90.0,Tennessee,12345,City_Tennessee,County_Tennessee,District_Tennessee
SCH_ALL_00129,Aug School 129,urban,54.0,Texas,12345,City_Texas,County_Texas,District_Texas
SCH_ALL_00130,Aug School 130,urban,11.0,Texas,12345,City_Texas,County_Texas,District_Texas
SCH_ALL_00131,Aug School 131,rural,76.0,Texas,12345,City_Texas,County_Texas,District_Texas
SCH_ALL_00132,Aug School 132,suburban,17.0,Utah,12345,City_Utah,County_Utah,District_Utah
SCH_ALL_00133,Aug School 133,rural,19.0,Utah,12345,City_Utah,County_Utah,District_Utah
SCH_ALL_00134,Aug School 134,rural,12.0,Utah,12345,City_Utah,County_Utah,District_Utah
SCH_ALL_00135,Aug School 135,rural,74.0,Vermont,12345,City_Vermont,County_Vermont,District_Vermont
SCH_ALL_00136,Aug School 136,suburban,16.0,Vermont,12345,City_Vermont,County_Vermont,District_Vermont
SCH_ALL_00137,Aug School 137,urban,62.0,Vermont,12345,City_Vermont,County_Vermont,District_Vermont
SCH_ALL_00138,Aug School 138,urban,34.0,Virginia,12345,City_Virginia,County_Virginia,District_Virginia
SCH_ALL_00139,Aug School 139,suburban,68.0,Virginia,12345,City_Virginia,County_Virginia,District_Virginia
SCH_ALL_00140,Aug School 140,suburban,89.0,Virginia,12345,City_Virginia,County_Virginia,District_Virginia
SCH_ALL_00141,Aug School 141,suburban,76.0,Washington,12345,City_Washington,County_Washington,District_Washington
SCH_ALL_00142,Aug School 142,rural,76.0,Washington,12345,City_Washington,County_Washington,District_Washington
SCH_ALL_00143,Aug School 143,urban,75.0,Washington,12345,City_Washington,County_Washington,District_Washington
SCH_ALL_00144,Aug School 144,suburban,56.0,West Virginia,12345,City_West Virginia,County_West Virginia,District_West Virginia
SCH_ALL_00145,Aug School 145,suburban,22.0,West Virginia,12345,City_West Virginia,County_West Virginia,District_West Virginia
SCH_ALL_00146,Aug School 146,urban,66.0,West Virginia,12345,City_West Virginia,County_West Virginia,District_West Virginia
SCH_ALL_00147,Aug School 147,urban,54.0,Wisconsin,12345,City_Wisconsin,County_Wisconsin,District_Wisconsin
SCH_ALL_00148,Aug School 148,rural,22.0,Wisconsin,12345,City_Wisconsin,County_Wisconsin,District_Wisconsin
SCH_ALL_00149,Aug School 149,rural,83.0,Wisconsin,12345,City_Wisconsin,County_Wisconsin,District_Wisconsin
SCH_ALL_00150,Aug School 150,suburban,31.0,Wyoming,12345,City_Wyoming,County_Wyoming,District_Wyoming
SCH_ALL_00151,Aug School 151,rural,63.0,Wyoming,12345,City_Wyoming,County_Wyoming,District_Wyoming
SCH_ALL_00152,Aug School 152,urban,33.0,Wyoming,12345,City_Wyoming,County_Wyoming,District_Wyoming
SCH_ALL_00153,Aug School 153,suburban,75.0,other,12345,City_other,County_other,District_other
SCH_ALL_00154,Aug School 154,urban,10.0,other,12345,City_other,County_other,District_other
SCH_ALL_00155,Aug School 155,urban,56.0,other,12345,City_other,County_other,District_other
SCH_MEGA_000000,Aug School 0,urban,79.0,Alabama,12345,Decatur,County_Alabama,District_Alabama
SCH_MEGA_000001,Aug School 1,rural,29.0,Alabama,12345,Forkland,County_Alabama,District_Alabama
SCH_MEGA_000002,Aug School 2,suburban,22.0,Alabama,12345,Alexander City,County_Alabama,District_Alabama
SCH_MEGA_000003,Aug School 3,town,30.0,Alabama,12345,Sprott,County_Alabama,District_Alabama
SCH_MEGA_000004,Aug School 4,town,51.0,Alabama,12345,Newville,County_Alabama,District_Alabama
SCH_MEGA_000005,Aug School 5,suburban,60.0,Alaska,12345,Skwentna,County_Alaska,District_Alaska
SCH_MEGA_000006,Aug School 6,urban,83.0,Alaska,12345,Nulato,County_Alaska,District_Alaska
SCH_MEGA_000007,Aug School 7,suburban,38.0,Alaska,12345,Kake,County_Alaska,District_Alaska
SCH_MEGA_000008,Aug School 8,rural,44.0,Alaska,12345,Anchorage,County_Alaska,District_Alaska
SCH_MEGA_000009,Aug School 9,town,72.0,Alaska,12345,Sleetmute,County_Alaska,District_Alaska
SCH_MEGA_000010,Aug School 10,town,36.0,Arizona,12345,Shonto,County_Arizona,District_Arizona
SCH_MEGA_000011,Aug School 11,suburban,70.0,Arizona,12345,Prescott,County_Arizona,District_Arizona
SCH_MEGA_000012,Aug School 12,rural,51.0,Arizona,12345,Salome,County_Arizona,District_Arizona
SCH_MEGA_000013,Aug School 13,urban,33.0,Arizona,12345,Hotevilla,County_Arizona,District_Arizona
SCH_MEGA_000014,Aug School 14,town,50.0,Arizona,12345,Fort Mohave,County_Arizona,District_Arizona
SCH_MEGA_000015,Aug School 15,unknown,61.0,Arkansas,12345,Beebe,County_Arkansas,District_Arkansas
SCH_MEGA_000016,Aug School 16,rural,54.0,Arkansas,12345,Monette,County_Arkansas,District_Arkansas
SCH_MEGA_000017,Aug School 17,suburban,26.0,Arkansas,12345,Sage,County_Arkansas,District_Arkansas
SCH_MEGA_000018,Aug School 18,urban,62.0,Arkansas,12345,Proctor,County_Arkansas,District_Arkansas
SCH_MEGA_000019,Aug School 19,urban,90.0,Arkansas,12345,Portland,County_Arkansas,District_Arkansas
SCH_MEGA_000020,Aug School 20,rural,85.0,California,12345,Grimes,County_California,District_California
SCH_MEGA_000021,Aug School 21,suburban,85.0,California,12345,Guasti,County_California,District_California
SCH_MEGA_000022,Aug School 22,rural,62.0,California,12345,Point Reyes Station,County_California,District_California
SCH_MEGA_000023,Aug School 23,rural,74.0,California,12345,Skyforest,County_California,District_California
SCH_MEGA_000024,Aug School 24,urban,48.0,California,12345,Kernville,County_California,District_California
SCH_MEGA_000025,Aug School 25,town,84.0,Colorado,12345,Woodland Park,County_Colorado,District_Colorado
SCH_MEGA_000026,Aug School 26,rural,46.0,Colorado,12345,Idaho Springs,County_Colorado,District_Colorado
SCH_MEGA_000027,Aug School 27,urban,75.0,Colorado,12345,Sheridan Lake,County_Colorado,District_Colorado
SCH_MEGA_000028,Aug School 28,suburban,59.0,Colorado,12345,Kersey,County_Colorado,District_Colorado
SCH_MEGA_000029,Aug School 29,suburban,89.0,Colorado,12345,Littleton,County_Colorado,District_Colorado
SCH_MEGA_000030,Aug School 30,unknown,51.0,Connecticut,12345,East Windsor,County_Connecticut,District_Connecticut
SCH_MEGA_000031,Aug School 31,unknown,78.0,Connecticut,12345,Stratford,County_Connecticut,District_Connecticut
SCH_MEGA_000032,Aug School 32,unknown,13.0,Connecticut,12345,Pomfret,County_Connecticut,District_Connecticut
SCH_MEGA_000033,Aug School 33,town,72.0,Connecticut,12345,Stonington,County_Connecticut,District_Connecticut
SCH_MEGA_000034,Aug School 34,rural,76.0,Connecticut,12345,Groton,County_Connecticut,District_Connecticut
SCH_MEGA_000035,Aug School 35,suburban,30.0,Delaware,12345,Bethel,County_Delaware,District_Delaware
SCH_MEGA_000036,Aug School 36,suburban,33.0,Delaware,12345,Ellendale,County_Delaware,District_Delaware
SCH_MEGA_000037,Aug School 37,unknown,85.0,Delaware,12345,Felton,County_Delaware,District_Delaware
SCH_MEGA_000038,Aug School 38,urban,61.0,Delaware,12345,Lewes,County_Delaware,District_Delaware
SCH_MEGA_000039,Aug School 39,suburban,78.0,Delaware,12345,Kenton,County_Delaware,District_Delaware
SCH_MEGA_000040,Aug School 40,town,62.0,Florida,12345,Tangerine,County_Florida,District_Florida
SCH_MEGA_000041,Aug School 41,town,26.0,Florida,12345,Fort Ogden,County_Florida,District_Florida
SCH_MEGA_000042,Aug School 42,unknown,36.0,Florida,12345,Monticello,County_Florida,District_Florida
SCH_MEGA_000043,Aug School 43,town,27.0,Florida,12345,Point Washington,County_Florida,District_Florida
SCH_MEGA_000044,Aug School 44,unknown,69.0,Florida,12345,Webster,County_Florida,District_Florida
SCH_MEGA_000045,Aug School 45,rural,12.0,Georgia,12345,Danville,County_Georgia,District_Georgia
SCH_MEGA_000046,Aug School 46,unknown,59.0,Georgia,12345,Commerce,County_Georgia,District_Georgia
SCH_MEGA_000047,Aug School 47,town,33.0,Georgia,12345,Moreland,County_Georgia,District_Georgia
SCH_MEGA_000048,Aug School 48,suburban,38.0,Georgia,12345,Carlton,County_Georgia,District_Georgia
SCH_MEGA_000049,Aug School 49,rural,16.0,Georgia,12345,Lindale,County_Georgia,District_Georgia
SCH_MEGA_000050,Aug School 50,urban,86.0,Hawaii,12345,Hanapepe,County_Hawaii,District_Hawaii
SCH_MEGA_000051,Aug School 51,urban,13.0,Hawaii,12345,Hawi,County_Hawaii,District_Hawaii
SCH_MEGA_000052,Aug School 52,suburban,26.0,Hawaii,12345,Honaunau,County_Hawaii,District_Hawaii
SCH_MEGA_000053,Aug School 53,rural,56.0,Hawaii,12345,Waianae,County_Hawaii,District_Hawaii
SCH_MEGA_000054,Aug School 54,rural,52.0,Hawaii,12345,Pearl City,County_Hawaii,District_Hawaii
SCH_MEGA_000055,Aug School 55,rural,20.0,Idaho,12345,Shoup,County_Idaho,District_Idaho
SCH_MEGA_000056,Aug School 56,suburban,90.0,Idaho,12345,Ahsahka,County_Idaho,District_Idaho
SCH_MEGA_000057,Aug School 57,suburban,44.0,Idaho,12345,Coeur D Alene,County_Idaho,District_Idaho
SCH_MEGA_000058,Aug School 58,town,21.0,Idaho,12345,Basalt,County_Idaho,District_Idaho
SCH_MEGA_000059,Aug School 59,urban,25.0,Idaho,12345,Clifton,County_Idaho,District_Idaho
SCH_MEGA_000060,Aug School 60,unknown,84.0,Illinois,12345,Davis,County_Illinois,District_Illinois
SCH_MEGA_000061,Aug School 61,suburban,20.0,Illinois,12345,Ipava,County_Illinois,District_Illinois
SCH_MEGA_000062,Aug School 62,rural,81.0,Illinois,12345,North Aurora,County_Illinois,District_Illinois
SCH_MEGA_000063,Aug School 63,town,17.0,Illinois,12345,Aledo,County_Illinois,District_Illinois
SCH_MEGA_000064,Aug School 64,town,31.0,Illinois,12345,Bonfield,County_Illinois,District_Illinois
SCH_MEGA_000065,Aug School 65,suburban,26.0,Indiana,12345,Butler,County_Indiana,District_Indiana
SCH_MEGA_000066,Aug School 66,rural,33.0,Indiana,12345,Lewis,County_Indiana,District_Indiana
SCH_MEGA_000067,Aug School 67,rural,59.0,Indiana,12345,Boston,County_Indiana,District_Indiana
SCH_MEGA_000068,Aug School 68,urban,55.0,Indiana,12345,Pennville,County_Indiana,District_Indiana
SCH_MEGA_000069,Aug School 69,urban,75.0,Indiana,12345,Auburn,County_Indiana,District_Indiana
SCH_MEGA_000070,Aug School 70,suburban,13.0,Iowa,12345,Ringsted,County_Iowa,District_Iowa
SCH_MEGA_000071,Aug School 71,unknown,55.0,Iowa,12345,Montrose,County_Iowa,District_Iowa
SCH_MEGA_000072,Aug School 72,suburban,61.0,Iowa,12345,Newhall,County_Iowa,District_Iowa
SCH_MEGA_000073,Aug School 73,town,48.0,Iowa,12345,Leighton,County_Iowa,District_Iowa
SCH_MEGA_000074,Aug School 74,urban,82.0,Iowa,12345,Maurice,County_Iowa,District_Iowa
SCH_MEGA_000075,Aug School 75,unknown,54.0,Kansas,12345,Mcpherson,County_Kansas,District_Kansas
SCH_MEGA_000076,Aug School 76,town,56.0,Kansas,12345,Lebanon,County_Kansas,District_Kansas
SCH_MEGA_000077,Aug School 77,rural,24.0,Kansas,12345,Lewis,County_Kansas,District_Kansas
SCH_MEGA_000078,Aug School 78,unknown,54.0,Kansas,12345,Leavenworth,County_Kansas,District_Kansas
SCH_MEGA_000079,Aug School 79,unknown,55.0,Kansas,12345,Manhattan,County_Kansas,District_Kansas
SCH_MEGA_000080,Aug School 80,urban,36.0,Kentucky,12345,Redfox,County_Kentucky,District_Kentucky
SCH_MEGA_000081,Aug School 81,urban,19.0,Kentucky,12345,Siler,County_Kentucky,District_Kentucky
SCH_MEGA_000082,Aug School 82,unknown,73.0,Kentucky,12345,Eastwood,County_Kentucky,District_Kentucky
SCH_MEGA_000083,Aug School 83,urban,30.0,Kentucky,12345,Kenvir,County_Kentucky,District_Kentucky
SCH_MEGA_000084,Aug School 84,suburban,10.0,Kentucky,12345,South Union,County_Kentucky,District_Kentucky
SCH_MEGA_000085,Aug School 85,urban,28.0,Louisiana,12345,Empire,County_Louisiana,District_Louisiana
SCH_MEGA_000086,Aug School 86,urban,54.0,Louisiana,12345,Fairbanks,County_Louisiana,District_Louisiana
SCH_MEGA_000087,Aug School 87,town,48.0,Louisiana,12345,Berwick,County_Louisiana,District_Louisiana
SCH_MEGA_000088,Aug School 88,rural,16.0,Louisiana,12345,Brusly,County_Louisiana,District_Louisiana
SCH_MEGA_000089,Aug School 89,urban,55.0,Louisiana,12345,Saint Benedict,County_Louisiana,District_Louisiana
SCH_MEGA_000090,Aug School 90,town,30.0,Maine,12345,West Paris,County_Maine,District_Maine
SCH_MEGA_000091,Aug School 91,town,64.0,Maine,12345,Isle Au Haut,County_Maine,District_Maine
SCH_MEGA_000092,Aug School 92,urban,12.0,Maine,12345,Rockwood,County_Maine,District_Maine
SCH_MEGA_000093,Aug School 93,suburban,77.0,Maine,12345,Washburn,County_Maine,District_Maine
SCH_MEGA_000094,Aug School 94,suburban,20.0,Maine,12345,East Millinocket,County_Maine,District_Maine
SCH_MEGA_000095,Aug School 95,urban,27.0,Maryland,12345,Taneytown,County_Maryland,District_Maryland
SCH_MEGA_000096,Aug School 96,rural,42.0,Maryland,12345,Aberdeen Proving Ground,County_Maryland,District_Maryland
SCH_MEGA_000097,Aug School 97,rural,22.0,Maryland,12345,Marriottsville,County_Maryland,District_Maryland
SCH_MEGA_000098,Aug School 98,suburban,73.0,Maryland,12345,Mechanicsville,County_Maryland,District_Maryland
SCH_MEGA_000099,Aug School 99,rural,53.0,Maryland,12345,Aberdeen,County_Maryland,District_Maryland
SCH_MEGA_000100,Aug School 100,suburban,45.0,Massachusetts,12345,South Wellfleet,County_Massachusetts,District_Massachusetts
SCH_MEGA_000101,Aug School 101,suburban,88.0,Massachusetts,12345,Granby,County_Massachusetts,District_Massachusetts
SCH_MEGA_000102,Aug School 102,suburban,53.0,Massachusetts,12345,West Harwich,County_Massachusetts,District_Massachusetts
SCH_MEGA_000103,Aug School 103,rural,25.0,Massachusetts,12345,Vineyard Haven,County_Massachusetts,District_Massachusetts
SCH_MEGA_000104,Aug School 104,suburban,61.0,Massachusetts,12345,Marion,County_Massachusetts,District_Massachusetts
SCH_MEGA_000105,Aug School 105,town,51.0,Michigan,12345,Shingleton,County_Michigan,District_Michigan
SCH_MEGA_000106,Aug School 106,rural,71.0,Michigan,12345,Augusta,County_Michigan,District_Michigan
SCH_MEGA_000107,Aug School 107,unknown,36.0,Michigan,12345,Vandalia,County_Michigan,District_Michigan
SCH_MEGA_000108,Aug School 108,town,80.0,Michigan,12345,Beaverton,County_Michigan,District_Michigan
SCH_MEGA_000109,Aug School 109,rural,72.0,Michigan,12345,Ferrysburg,County_Michigan,District_Michigan
SCH_MEGA_000110,Aug School 110,urban,73.0,Minnesota,12345,Angora,County_Minnesota,District_Minnesota
SCH_MEGA_000111,Aug School 111,town,53.0,Minnesota,12345,Lakefield,County_Minnesota,District_Minnesota
SCH_MEGA_000112,Aug School 112,suburban,84.0,Minnesota,12345,Clarkfield,County_Minnesota,District_Minnesota
SCH_MEGA_000113,Aug School 113,town,12.0,Minnesota,12345,Stephen,County_Minnesota,District_Minnesota
SCH_MEGA_000114,Aug School 114,suburban,12.0,Minnesota,12345,Randolph,County_Minnesota,District_Minnesota
SCH_MEGA_000115,Aug School 115,town,43.0,Mississippi,12345,Rena Lara,County_Mississippi,District_Mississippi
